,0,1,2,3
2,Mag,-38,228,-625
8,Mag,-33,228,-622
14,Mag,-33,226,-626
20,Mag,-36,225,-625
26,Mag,-32,232,-625
32,Mag,-37,225,-623
38,Mag,-37,224,-624
44,Mag,-35,228,-625
50,Mag,-36,223,-625
56,Mag,-34,224,-625
62,Mag,-34,229,-623
68,Mag,-33,225,-624
74,Mag,-33,226,-625
80,Mag,-33,226,-624
86,Mag,-37,227,-624
92,Mag,-33,225,-623
98,Mag,-37,229,-624
104,Mag,-36,226,-625
110,Mag,-36,227,-622
116,Mag,-34,221,-625
122,Mag,-35,228,-622
128,Mag,-38,228,-623
134,Mag,-35,225,-624
140,Mag,-34,228,-622
146,Mag,-37,222,-622
152,Mag,-34,225,-622
158,Mag,-36,226,-623
164,Mag,-32,231,-626
170,Mag,-35,228,-624
176,Mag,-34,230,-623
182,Mag,-40,228,-621
188,Mag,-39,226,-625
194,Mag,-38,225,-623
200,Mag,-34,227,-623
206,Mag,-31,225,-622
212,Mag,-37,227,-624
218,Mag,-32,226,-625
224,Mag,-34,224,-622
230,Mag,-33,229,-622
236,Mag,-33,225,-620
242,Mag,-35,228,-624
248,Mag,-41,229,-624
254,Mag,-39,229,-623
260,Mag,-37,224,-623
266,Mag,-34,225,-624
272,Mag,-37,227,-622
278,Mag,-31,229,-621
284,Mag,-35,224,-623
290,Mag,-34,228,-624
296,Mag,-38,228,-624
302,Mag,-34,226,-622
308,Mag,-31,228,-620
314,Mag,-36,225,-621
320,Mag,-31,227,-625
326,Mag,-35,229,-625
332,Mag,-34,227,-621
338,Mag,-40,226,-623
344,Mag,-32,227,-623
350,Mag,-37,227,-625
356,Mag,-38,226,-624
362,Mag,-33,227,-623
368,Mag,-34,228,-622
374,Mag,-35,223,-620
380,Mag,-36,229,-620
386,Mag,-35,227,-621
392,Mag,-37,223,-624
398,Mag,-39,223,-625
404,Mag,-32,228,-623
410,Mag,-38,224,-626
416,Mag,-37,225,-623
422,Mag,-38,223,-622
428,Mag,-36,227,-625
434,Mag,-35,225,-623
440,Mag,-36,226,-623
446,Mag,-35,226,-621
452,Mag,-32,227,-623
458,Mag,-33,230,-624
464,Mag,-40,225,-622
470,Mag,-36,227,-620
476,Mag,-37,229,-622
482,Mag,-39,225,-622
488,Mag,-38,224,-624
494,Mag,-34,224,-612
500,Mag,-44,224,-612
506,Mag,-39,222,-612
512,Mag,-36,225,-612
