,0,1,2,3
5,Al,32.19,,
11,Al,32.10,,
17,Al,32.52,,
23,Al,31.77,,
29,Al,31.77,,
35,Al,32.10,,
41,Al,32.02,,
47,Al,31.86,,
53,Al,31.69,,
59,Al,31.94,,
65,Al,31.77,,
71,Al,31.69,,
77,Al,32.27,,
83,Al,32.02,,
89,Al,32.27,,
95,Al,32.02,,
101,Al,31.69,,
107,Al,32.77,,
113,Al,31.86,,
119,Al,32.10,,
125,Al,32.10,,
131,Al,32.27,,
137,Al,32.10,,
143,Al,32.10,,
149,Al,32.44,,
155,Al,32.27,,
161,Al,32.27,,
167,Al,32.27,,
173,Al,32.35,,
179,Al,32.10,,
185,Al,31.77,,
191,Al,31.77,,
197,Al,32.61,,
203,Al,31.27,,
209,Al,32.44,,
215,Al,32.10,,
221,Al,32.69,,
227,Al,32.19,,
233,Al,31.94,,
239,Al,32.27,,
245,Al,32.02,,
251,Al,32.02,,
257,Al,32.35,,
263,Al,32.02,,
269,Al,32.27,,
275,Al,32.02,,
281,Al,31.35,,
287,Al,32.27,,
293,Al,32.19,,
299,Al,31.94,,
305,Al,32.35,,
311,Al,32.52,,
317,Al,32.35,,
323,Al,31.94,,
329,Al,31.94,,
335,Al,32.61,,
341,Al,32.52,,
347,Al,32.69,,
353,Al,32.10,,
359,Al,32.27,,
365,Al,32.52,,
371,Al,31.86,,
377,Al,32.35,,
383,Al,32.35,,
389,Al,32.02,,
395,Al,32.19,,
401,Al,32.19,,
407,Al,32.02,,
413,Al,32.35,,
419,Al,32.86,,
425,Al,31.94,,
431,Al,31.86,,
437,Al,31.77,,
443,Al,32.35,,
449,Al,32.35,,
455,Al,32.02,,
461,Al,31.86,,
467,Al,31.94,,
473,Al,32.77,,
479,Al,31.86,,
485,Al,32.19,,
491,Al,31.69,,
497,Al,32.10,,
503,Al,31.69,,
509,Al,31.52,,
515,Al,31.69,,
521,Al,31.86,,
527,Al,32.19,,
533,Al,32.02,,
539,Al,32.10,,
545,Al,32.35,,
551,Al,31.94,,
557,Al,31.94,,
563,Al,32.10,,
569,Al,31.94,,
575,Al,32.10,,
581,Al,31.94,,
587,Al,32.02,,
593,Al,31.69,,
599,Al,32.10,,
605,Al,31.86,,
611,Al,31.69,,
617,Al,32.10,,
623,Al,31.86,,
629,Al,32.02,,
635,Al,31.77,,
641,Al,32.19,,
647,Al,31.69,,
653,Al,31.19,,
659,Al,31.52,,
665,Al,32.02,,
671,Al,32.27,,
677,Al,32.02,,
683,Al,32.35,,
689,Al,32.35,,
695,Al,31.52,,
701,Al,31.69,,
707,Al,32.35,,
713,Al,32.27,,
719,Al,32.02,,
725,Al,32.27,,
731,Al,32.10,,
737,Al,31.94,,
743,Al,32.35,,
749,Al,31.94,,
755,Al,32.19,,
761,Al,32.44,,
767,Al,32.02,,
773,Al,31.35,,
779,Al,31.60,,
785,Al,31.52,,
791,Al,32.02,,
797,Al,32.19,,
803,Al,31.94,,
809,Al,32.10,,
815,Al,32.10,,
821,Al,32.02,,
827,Al,32.10,,
833,Al,31.94,,
839,Al,32.02,,
845,Al,31.86,,
851,Al,31.77,,
857,Al,32.35,,
863,Al,31.94,,
869,Al,32.10,,
875,Al,31.94,,
881,Al,32.27,,
890,Al,30.52,,
896,Al,31.10,,
902,Al,30.85,,
908,Al,30.85,,
914,Al,30.60,,
920,Al,31.02,,
926,Al,30.85,,
932,Al,30.60,,
938,Al,30.94,,
944,Al,31.10,,
950,Al,30.35,,
956,Al,30.43,,
962,Al,30.85,,
968,Al,30.85,,
974,Al,30.94,,
980,Al,30.68,,
986,Al,30.43,,
992,Al,30.52,,
998,Al,30.43,,
1004,Al,30.77,,
1010,Al,30.52,,
1016,Al,30.35,,
1022,Al,30.60,,
1028,Al,30.43,,
1034,Al,30.43,,
1040,Al,30.68,,
1046,Al,30.94,,
1052,Al,30.52,,
1058,Al,30.35,,
1064,Al,30.43,,
1070,Al,30.27,,
1076,Al,30.94,,
1082,Al,30.85,,
1088,Al,30.52,,
1094,Al,30.85,,
1100,Al,30.10,,
1106,Al,30.52,,
1112,Al,30.43,,
1118,Al,30.85,,
1124,Al,31.19,,
1130,Al,30.27,,
1139,Al,30.68,,
1145,Al,30.68,,
1151,Al,30.35,,
1157,Al,30.52,,
1163,Al,30.52,,
1169,Al,30.68,,
1175,Al,30.52,,
1181,Al,30.77,,
1187,Al,30.94,,
1193,Al,30.43,,
1199,Al,30.60,,
1205,Al,30.85,,
1211,Al,30.85,,
1217,Al,30.35,,
1223,Al,31.02,,
1229,Al,30.43,,
1235,Al,31.02,,
1241,Al,30.27,,
1247,Al,30.43,,
1253,Al,30.35,,
1259,Al,30.35,,
1265,Al,30.27,,
1271,Al,30.43,,
1277,Al,30.27,,
1283,Al,30.60,,
1289,Al,30.27,,
1295,Al,30.77,,
1301,Al,30.43,,
1307,Al,30.94,,
1313,Al,30.94,,
1319,Al,30.27,,
1325,Al,31.02,,
1331,Al,30.94,,
1337,Al,31.35,,
1343,Al,30.85,,
1349,Al,31.10,,
1355,Al,31.27,,
1361,Al,31.10,,
1367,Al,30.68,,
1373,Al,30.68,,
1379,Al,31.27,,
1385,Al,31.10,,
1391,Al,31.19,,
1397,Al,30.94,,
1403,Al,30.77,,
1409,Al,30.27,,
1415,Al,31.44,,
1421,Al,31.10,,
1427,Al,30.68,,
1433,Al,30.68,,
1439,Al,30.77,,
1445,Al,31.02,,
1451,Al,30.68,,
1457,Al,30.60,,
1463,Al,30.85,,
1469,Al,30.02,,
1475,Al,30.52,,
1481,Al,30.18,,
1487,Al,30.02,,
1493,Al,31.02,,
1499,Al,31.02,,
1505,Al,30.52,,
1511,Al,30.85,,
1517,Al,30.52,,
1523,Al,30.60,,
1529,Al,30.52,,
1535,Al,30.27,,
1541,Al,30.52,,
1547,Al,30.43,,
1553,Al,30.27,,
1559,Al,30.68,,
1565,Al,30.60,,
1571,Al,30.43,,
1577,Al,30.85,,
1583,Al,30.77,,
1589,Al,30.60,,
1595,Al,30.52,,
1601,Al,30.68,,
1607,Al,31.02,,
1613,Al,30.68,,
1619,Al,31.10,,
1625,Al,30.77,,
1631,Al,30.94,,
1637,Al,30.35,,
1643,Al,30.85,,
1649,Al,30.94,,
1655,Al,30.27,,
1661,Al,30.27,,
1667,Al,30.35,,
1673,Al,30.35,,
1679,Al,30.18,,
1685,Al,30.60,,
1691,Al,30.35,,
1697,Al,30.60,,
1703,Al,30.77,,
1709,Al,30.52,,
1715,Al,30.43,,
1721,Al,31.19,,
1727,Al,30.52,,
1733,Al,30.77,,
1739,Al,30.85,,
1745,Al,30.60,,
1751,Al,30.35,,
1757,Al,30.60,,
1763,Al,30.43,,
1769,Al,30.27,,
1775,Al,30.35,,
1781,Al,30.60,,
1787,Al,30.27,,
1793,Al,30.27,,
1799,Al,30.43,,
1805,Al,30.52,,
1811,Al,29.93,,
1817,Al,30.68,,
1823,Al,30.68,,
1829,Al,30.68,,
1835,Al,30.68,,
1841,Al,30.77,,
1847,Al,30.52,,
1853,Al,30.43,,
1859,Al,30.35,,
1865,Al,29.85,,
1871,Al,30.52,,
1877,Al,30.27,,
1883,Al,30.27,,
1889,Al,30.18,,
1895,Al,30.27,,
1901,Al,30.35,,
1907,Al,30.68,,
1913,Al,30.60,,
1919,Al,29.85,,
1925,Al,30.52,,
1931,Al,30.60,,
1937,Al,30.35,,
1943,Al,30.27,,
1949,Al,30.02,,
1955,Al,30.27,,
1961,Al,30.60,,
1967,Al,30.68,,
1973,Al,30.18,,
1979,Al,30.02,,
1985,Al,30.60,,
1991,Al,31.02,,
1997,Al,30.60,,
2003,Al,30.68,,
2009,Al,30.60,,
2015,Al,30.52,,
2021,Al,30.85,,
2027,Al,30.68,,
2033,Al,30.35,,
2039,Al,30.52,,
2045,Al,30.77,,
2051,Al,30.68,,
2057,Al,30.43,,
2063,Al,30.52,,
2069,Al,30.68,,
2075,Al,30.77,,
2081,Al,30.85,,
2087,Al,30.18,,
2093,Al,30.35,,
2099,Al,30.68,,
2105,Al,30.27,,
2111,Al,30.60,,
2117,Al,30.52,,
2123,Al,30.27,,
2129,Al,29.93,,
2135,Al,30.18,,
2141,Al,30.18,,
2147,Al,30.52,,
2153,Al,30.35,,
2159,Al,30.85,,
2165,Al,30.60,,
2171,Al,30.18,,
2177,Al,30.18,,
2183,Al,30.18,,
2189,Al,30.77,,
2195,Al,30.35,,
2201,Al,30.35,,
2207,Al,30.35,,
2213,Al,30.43,,
2219,Al,30.77,,
2225,Al,30.35,,
2231,Al,30.68,,
2237,Al,30.52,,
2243,Al,30.52,,
2249,Al,30.18,,
2255,Al,30.35,,
2261,Al,30.35,,
2267,Al,30.77,,
2273,Al,30.18,,
2279,Al,30.18,,
2285,Al,30.35,,
2291,Al,30.68,,
2297,Al,30.18,,
2303,Al,30.52,,
2309,Al,30.85,,
2315,Al,30.68,,
2321,Al,30.18,,
