,0,1,2,3
6041,Al,105.35,,
6047,Al,105.10,,
6053,Al,105.10,,
6059,Al,105.35,,
6065,Al,104.76,,
6071,Al,105.69,,
6077,Al,104.68,,
6083,Al,105.02,,
6089,Al,104.68,,
6095,Al,104.60,,
6101,Al,105.02,,
6107,Al,104.51,,
6113,Al,105.18,,
6119,Al,104.76,,
6125,Al,104.60,,
6131,Al,104.76,,
6137,Al,105.35,,
6143,Al,105.18,,
6149,Al,105.02,,
6155,Al,105.35,,
6161,Al,105.35,,
6167,Al,105.61,,
6173,Al,105.86,,
6179,Al,105.35,,
6185,Al,105.69,,
6191,Al,104.43,,
6197,Al,105.44,,
6203,Al,105.10,,
6209,Al,105.27,,
6215,Al,105.44,,
6221,Al,105.10,,
6227,Al,104.51,,
6233,Al,104.60,,
6239,Al,105.27,,
6245,Al,104.68,,
6251,Al,105.35,,
6257,Al,104.51,,
6263,Al,105.02,,
6269,Al,105.27,,
6275,Al,105.27,,
6281,Al,105.35,,
6287,Al,105.35,,
6293,Al,105.61,,
6299,Al,105.35,,
6305,Al,105.27,,
6311,Al,105.35,,
6317,Al,105.35,,
6323,Al,105.27,,
6329,Al,105.02,,
6335,Al,105.18,,
6341,Al,104.51,,
6347,Al,105.27,,
6353,Al,105.18,,
6359,Al,104.51,,
6365,Al,105.02,,
6371,Al,105.18,,
6377,Al,105.52,,
6383,Al,105.02,,
6389,Al,104.76,,
6395,Al,105.18,,
6401,Al,104.60,,
6407,Al,105.02,,
6413,Al,105.18,,
6419,Al,105.18,,
6425,Al,105.10,,
6431,Al,105.18,,
6437,Al,105.02,,
6443,Al,105.10,,
6449,Al,104.26,,
6455,Al,104.76,,
6461,Al,105.35,,
6467,Al,104.68,,
6473,Al,105.61,,
6479,Al,104.68,,
6485,Al,105.02,,
6491,Al,104.51,,
6497,Al,104.76,,
6503,Al,104.76,,
6509,Al,104.76,,
6515,Al,104.76,,
6521,Al,104.51,,
6527,Al,104.76,,
6533,Al,105.02,,
6539,Al,105.44,,
6545,Al,105.18,,
6551,Al,105.10,,
6557,Al,104.60,,
6563,Al,105.10,,
6569,Al,105.61,,
6575,Al,104.09,,
6581,Al,105.44,,
6587,Al,105.61,,
6593,Al,104.76,,
6599,Al,105.10,,
6605,Al,105.02,,
6611,Al,105.10,,
6617,Al,105.18,,
6623,Al,105.44,,
6629,Al,105.61,,
6635,Al,105.10,,
6641,Al,105.02,,
6647,Al,105.02,,
6653,Al,105.10,,
6659,Al,105.10,,
6665,Al,105.35,,
6671,Al,104.68,,
6677,Al,105.02,,
6683,Al,105.18,,
6689,Al,105.10,,
6695,Al,105.35,,
6701,Al,105.18,,
6707,Al,104.76,,
6713,Al,105.35,,
6719,Al,105.10,,
6725,Al,105.02,,
6731,Al,105.18,,
6737,Al,105.44,,
6743,Al,105.18,,
6749,Al,104.34,,
6755,Al,104.68,,
6761,Al,104.60,,
6767,Al,104.76,,
6773,Al,104.76,,
6779,Al,104.51,,
6785,Al,104.43,,
6791,Al,104.09,,
6797,Al,104.34,,
6803,Al,104.34,,
6809,Al,104.26,,
6815,Al,105.44,,
6821,Al,104.68,,
6827,Al,104.34,,
6833,Al,104.51,,
6839,Al,104.34,,
6845,Al,104.68,,
6851,Al,105.02,,
6857,Al,105.02,,
6863,Al,104.76,,
6869,Al,105.44,,
6875,Al,104.34,,
6881,Al,104.60,,
6887,Al,104.26,,
