,0,1,2,3
4,Pre,100938.00,,
10,Pre,100938.00,,
16,Pre,100938.00,,
22,Pre,100941.00,,
28,Pre,100939.00,,
34,Pre,100936.00,,
40,Pre,100942.00,,
46,Pre,100944.00,,
52,Pre,100946.00,,
58,Pre,100946.00,,
64,Pre,100948.00,,
70,Pre,100947.00,,
76,Pre,100941.00,,
82,Pre,100939.00,,
88,Pre,100942.00,,
94,Pre,100941.00,,
100,Pre,100939.00,,
106,Pre,100939.00,,
112,Pre,100936.00,,
118,Pre,100938.00,,
124,Pre,100932.00,,
130,Pre,100935.00,,
136,Pre,100940.00,,
142,Pre,100947.00,,
148,Pre,100936.00,,
154,Pre,100941.00,,
160,Pre,100941.00,,
166,Pre,100939.00,,
172,Pre,100942.00,,
178,Pre,100938.00,,
184,Pre,100947.00,,
190,Pre,100939.00,,
196,Pre,100935.00,,
202,Pre,100939.00,,
208,Pre,100937.00,,
214,Pre,100933.00,,
220,Pre,100938.00,,
226,Pre,100932.00,,
232,Pre,100943.00,,
238,Pre,100936.00,,
244,Pre,100937.00,,
250,Pre,100944.00,,
256,Pre,100937.00,,
262,Pre,100942.00,,
268,Pre,100944.00,,
274,Pre,100943.00,,
280,Pre,100944.00,,
286,Pre,100946.00,,
292,Pre,100941.00,,
298,Pre,100940.00,,
304,Pre,100939.00,,
310,Pre,100942.00,,
316,Pre,100937.00,,
322,Pre,100937.00,,
328,Pre,100937.00,,
334,Pre,100934.00,,
340,Pre,100935.00,,
346,Pre,100942.00,,
352,Pre,100938.00,,
358,Pre,100936.00,,
364,Pre,100941.00,,
370,Pre,100938.00,,
376,Pre,100934.00,,
382,Pre,100936.00,,
388,Pre,100935.00,,
394,Pre,100938.00,,
400,Pre,100934.00,,
406,Pre,100942.00,,
412,Pre,100933.00,,
418,Pre,100939.00,,
424,Pre,100942.00,,
430,Pre,100935.00,,
436,Pre,100948.00,,
442,Pre,100934.00,,
448,Pre,100939.00,,
454,Pre,100938.00,,
460,Pre,100936.00,,
466,Pre,100943.00,,
472,Pre,100938.00,,
478,Pre,100943.00,,
484,Pre,100936.00,,
490,Pre,100936.00,,
496,Pre,100942.00,,
502,Pre,100936.00,,
508,Pre,100943.00,,
514,Pre,100945.00,,
520,Pre,100940.00,,
526,Pre,100937.00,,
532,Pre,100935.00,,
538,Pre,100945.00,,
544,Pre,100933.00,,
550,Pre,100945.00,,
556,Pre,100944.00,,
562,Pre,100946.00,,
568,Pre,100943.00,,
574,Pre,100936.00,,
580,Pre,100943.00,,
586,Pre,100941.00,,
592,Pre,100947.00,,
598,Pre,100943.00,,
604,Pre,100940.00,,
610,Pre,100936.00,,
616,Pre,100942.00,,
622,Pre,100937.00,,
628,Pre,100943.00,,
634,Pre,100943.00,,
640,Pre,100943.00,,
646,Pre,100940.00,,
652,Pre,100943.00,,
658,Pre,100943.00,,
664,Pre,100944.00,,
670,Pre,100943.00,,
676,Pre,100942.00,,
682,Pre,100939.00,,
688,Pre,100936.00,,
694,Pre,100944.00,,
700,Pre,100940.00,,
706,Pre,100936.00,,
712,Pre,100941.00,,
718,Pre,100943.00,,
724,Pre,100938.00,,
730,Pre,100935.00,,
736,Pre,100946.00,,
742,Pre,100937.00,,
748,Pre,100940.00,,
754,Pre,100941.00,,
760,Pre,100937.00,,
766,Pre,100940.00,,
772,Pre,100939.00,,
778,Pre,100947.00,,
784,Pre,100946.00,,
790,Pre,100939.00,,
796,Pre,100936.00,,
802,Pre,100945.00,,
808,Pre,100940.00,,
814,Pre,100942.00,,
820,Pre,100940.00,,
826,Pre,100941.00,,
832,Pre,100945.00,,
838,Pre,100933.00,,
844,Pre,100948.00,,
850,Pre,100941.00,,
856,Pre,100935.00,,
862,Pre,100941.00,,
868,Pre,100940.00,,
874,Pre,100938.00,,
880,Pre,100939.00,,
889,Pre,100953.00,,
895,Pre,100956.00,,
901,Pre,100955.00,,
907,Pre,100954.00,,
913,Pre,100957.00,,
919,Pre,100954.00,,
925,Pre,100951.00,,
931,Pre,100962.00,,
937,Pre,100956.00,,
943,Pre,100955.00,,
949,Pre,100959.00,,
955,Pre,100960.00,,
961,Pre,100957.00,,
967,Pre,100957.00,,
973,Pre,100956.00,,
979,Pre,100959.00,,
985,Pre,100955.00,,
991,Pre,100959.00,,
997,Pre,100960.00,,
1003,Pre,100960.00,,
1009,Pre,100961.00,,
1015,Pre,100955.00,,
1021,Pre,100960.00,,
1027,Pre,100960.00,,
1033,Pre,100962.00,,
1039,Pre,100957.00,,
1045,Pre,100958.00,,
1051,Pre,100960.00,,
1057,Pre,100961.00,,
1063,Pre,100960.00,,
1069,Pre,100959.00,,
1075,Pre,100957.00,,
1081,Pre,100960.00,,
1087,Pre,100957.00,,
1093,Pre,100959.00,,
1099,Pre,100960.00,,
1105,Pre,100963.00,,
1111,Pre,100959.00,,
1117,Pre,100957.00,,
1123,Pre,100955.00,,
1129,Pre,100959.00,,
1138,Pre,100961.00,,
1144,Pre,100955.00,,
1150,Pre,100961.00,,
1156,Pre,100965.00,,
1162,Pre,100956.00,,
1168,Pre,100961.00,,
1174,Pre,100958.00,,
1180,Pre,100955.00,,
1186,Pre,100958.00,,
1192,Pre,100962.00,,
1198,Pre,100954.00,,
1204,Pre,100958.00,,
1210,Pre,100957.00,,
1216,Pre,100961.00,,
1222,Pre,100958.00,,
1228,Pre,100952.00,,
1234,Pre,100956.00,,
1240,Pre,100959.00,,
1246,Pre,100961.00,,
1252,Pre,100965.00,,
1258,Pre,100957.00,,
1264,Pre,100963.00,,
1270,Pre,100958.00,,
1276,Pre,100962.00,,
1282,Pre,100960.00,,
1288,Pre,100959.00,,
1294,Pre,100953.00,,
1300,Pre,100955.00,,
1306,Pre,100949.00,,
1312,Pre,100956.00,,
1318,Pre,100956.00,,
1324,Pre,100952.00,,
1330,Pre,100950.00,,
1336,Pre,100957.00,,
1342,Pre,100957.00,,
1348,Pre,100958.00,,
1354,Pre,100955.00,,
1360,Pre,100955.00,,
1366,Pre,100961.00,,
1372,Pre,100957.00,,
1378,Pre,100953.00,,
1384,Pre,100952.00,,
1390,Pre,100955.00,,
1396,Pre,100950.00,,
1402,Pre,100954.00,,
1408,Pre,100953.00,,
1414,Pre,100953.00,,
1420,Pre,100953.00,,
1426,Pre,100952.00,,
1432,Pre,100952.00,,
1438,Pre,100955.00,,
1444,Pre,100950.00,,
1450,Pre,100954.00,,
1456,Pre,100957.00,,
1462,Pre,100959.00,,
1468,Pre,100959.00,,
1474,Pre,100959.00,,
1480,Pre,100953.00,,
1486,Pre,100963.00,,
1492,Pre,100960.00,,
1498,Pre,100956.00,,
1504,Pre,100964.00,,
1510,Pre,100958.00,,
1516,Pre,100956.00,,
1522,Pre,100963.00,,
1528,Pre,100958.00,,
1534,Pre,100958.00,,
1540,Pre,100968.00,,
1546,Pre,100957.00,,
1552,Pre,100960.00,,
1558,Pre,100965.00,,
1564,Pre,100958.00,,
1570,Pre,100962.00,,
1576,Pre,100951.00,,
1582,Pre,100952.00,,
1588,Pre,100951.00,,
1594,Pre,100957.00,,
1600,Pre,100956.00,,
1606,Pre,100956.00,,
1612,Pre,100957.00,,
1618,Pre,100957.00,,
1624,Pre,100955.00,,
1630,Pre,100957.00,,
1636,Pre,100955.00,,
1642,Pre,100961.00,,
1648,Pre,100957.00,,
1654,Pre,100956.00,,
1660,Pre,100956.00,,
1666,Pre,100963.00,,
1672,Pre,100956.00,,
1678,Pre,100963.00,,
1684,Pre,100961.00,,
1690,Pre,100962.00,,
1696,Pre,100959.00,,
1702,Pre,100957.00,,
1708,Pre,100953.00,,
1714,Pre,100956.00,,
1720,Pre,100961.00,,
1726,Pre,100962.00,,
1732,Pre,100962.00,,
1738,Pre,100953.00,,
1744,Pre,100960.00,,
1750,Pre,100955.00,,
1756,Pre,100956.00,,
1762,Pre,100958.00,,
1768,Pre,100958.00,,
