,0,1,2,3
4,Pre,100958.00,,
10,Pre,100961.00,,
16,Pre,100963.00,,
22,Pre,100960.00,,
28,Pre,100964.00,,
34,Pre,100961.00,,
40,Pre,100961.00,,
46,Pre,100958.00,,
52,Pre,100957.00,,
58,Pre,100957.00,,
64,Pre,100966.00,,
70,Pre,100955.00,,
76,Pre,100963.00,,
82,Pre,100965.00,,
88,Pre,100949.00,,
94,Pre,100953.00,,
100,Pre,100955.00,,
106,Pre,100955.00,,
112,Pre,100956.00,,
118,Pre,100960.00,,
124,Pre,100957.00,,
130,Pre,100956.00,,
136,Pre,100958.00,,
142,Pre,100950.00,,
148,Pre,100955.00,,
154,Pre,100960.00,,
160,Pre,100951.00,,
166,Pre,100958.00,,
172,Pre,100958.00,,
178,Pre,100955.00,,
184,Pre,100957.00,,
190,Pre,100960.00,,
196,Pre,100957.00,,
202,Pre,100956.00,,
208,Pre,100954.00,,
214,Pre,100960.00,,
220,Pre,100961.00,,
226,Pre,100957.00,,
232,Pre,100957.00,,
238,Pre,100958.00,,
244,Pre,100958.00,,
250,Pre,100957.00,,
256,Pre,100959.00,,
262,Pre,100959.00,,
268,Pre,100959.00,,
274,Pre,100960.00,,
280,Pre,100957.00,,
286,Pre,100955.00,,
292,Pre,100957.00,,
298,Pre,100959.00,,
304,Pre,100958.00,,
310,Pre,100953.00,,
316,Pre,100955.00,,
322,Pre,100955.00,,
328,Pre,100952.00,,
334,Pre,100957.00,,
340,Pre,100957.00,,
346,Pre,100953.00,,
352,Pre,100958.00,,
358,Pre,100956.00,,
364,Pre,100964.00,,
370,Pre,100964.00,,
376,Pre,100971.00,,
382,Pre,100967.00,,
388,Pre,100970.00,,
394,Pre,100968.00,,
400,Pre,100966.00,,
406,Pre,100971.00,,
412,Pre,100969.00,,
418,Pre,100968.00,,
424,Pre,100970.00,,
430,Pre,100963.00,,
436,Pre,100965.00,,
442,Pre,100965.00,,
448,Pre,100964.00,,
454,Pre,100968.00,,
460,Pre,100963.00,,
466,Pre,100965.00,,
472,Pre,100971.00,,
478,Pre,100968.00,,
484,Pre,100966.00,,
490,Pre,100969.00,,
496,Pre,100972.00,,
502,Pre,100967.00,,
508,Pre,100969.00,,
514,Pre,100962.00,,
520,Pre,100966.00,,
526,Pre,100960.00,,
532,Pre,100966.00,,
538,Pre,100963.00,,
544,Pre,100958.00,,
550,Pre,100957.00,,
556,Pre,100960.00,,
562,Pre,100957.00,,
568,Pre,100961.00,,
574,Pre,100953.00,,
580,Pre,100954.00,,
586,Pre,100955.00,,
592,Pre,100957.00,,
598,Pre,100958.00,,
604,Pre,100954.00,,
610,Pre,100952.00,,
616,Pre,100956.00,,
622,Pre,100954.00,,
628,Pre,100955.00,,
634,Pre,100962.00,,
640,Pre,100955.00,,
646,Pre,100958.00,,
652,Pre,100954.00,,
658,Pre,100958.00,,
664,Pre,100955.00,,
670,Pre,100956.00,,
676,Pre,100954.00,,
682,Pre,100957.00,,
