,0,1,2,3
3,Temp,26.00,,
9,Temp,26.00,,
15,Temp,26.00,,
21,Temp,26.00,,
27,Temp,26.00,,
33,Temp,26.00,,
39,Temp,26.00,,
45,Temp,26.00,,
51,Temp,26.00,,
57,Temp,26.00,,
63,Temp,26.00,,
69,Temp,26.00,,
75,Temp,26.00,,
81,Temp,26.00,,
87,Temp,26.00,,
93,Temp,26.00,,
99,Temp,26.00,,
105,Temp,26.00,,
111,Temp,26.00,,
117,Temp,26.00,,
123,Temp,26.00,,
129,Temp,26.00,,
135,Temp,26.00,,
141,Temp,25.90,,
147,Temp,26.00,,
153,Temp,25.90,,
159,Temp,26.00,,
165,Temp,26.00,,
171,Temp,26.00,,
177,Temp,26.00,,
183,Temp,26.00,,
189,Temp,26.00,,
195,Temp,26.00,,
201,Temp,26.00,,
207,Temp,26.00,,
213,Temp,26.00,,
219,Temp,26.00,,
225,Temp,26.00,,
231,Temp,26.00,,
237,Temp,26.00,,
243,Temp,26.00,,
249,Temp,26.00,,
255,Temp,26.00,,
261,Temp,26.00,,
267,Temp,26.00,,
273,Temp,26.00,,
279,Temp,26.00,,
285,Temp,26.00,,
291,Temp,26.00,,
297,Temp,26.00,,
303,Temp,26.00,,
309,Temp,26.00,,
315,Temp,26.00,,
321,Temp,26.00,,
327,Temp,26.00,,
333,Temp,26.00,,
339,Temp,26.00,,
345,Temp,26.00,,
351,Temp,26.00,,
357,Temp,26.00,,
363,Temp,26.00,,
369,Temp,26.00,,
375,Temp,26.00,,
381,Temp,26.00,,
387,Temp,26.00,,
393,Temp,26.00,,
399,Temp,26.00,,
405,Temp,26.00,,
411,Temp,26.00,,
417,Temp,26.00,,
423,Temp,26.00,,
429,Temp,26.00,,
435,Temp,26.00,,
441,Temp,26.00,,
447,Temp,26.00,,
453,Temp,26.00,,
459,Temp,26.00,,
465,Temp,26.00,,
471,Temp,26.00,,
477,Temp,26.00,,
483,Temp,26.00,,
489,Temp,26.00,,
495,Temp,26.00,,
501,Temp,26.00,,
507,Temp,26.00,,
513,Temp,26.00,,
519,Temp,26.00,,
525,Temp,26.00,,
531,Temp,26.00,,
537,Temp,26.00,,
543,Temp,26.00,,
549,Temp,26.00,,
555,Temp,26.00,,
561,Temp,26.00,,
567,Temp,26.00,,
573,Temp,26.00,,
579,Temp,26.00,,
585,Temp,26.00,,
591,Temp,26.00,,
597,Temp,26.00,,
603,Temp,26.00,,
609,Temp,26.00,,
615,Temp,26.00,,
621,Temp,26.00,,
627,Temp,26.00,,
633,Temp,26.00,,
639,Temp,26.00,,
645,Temp,26.00,,
651,Temp,26.00,,
657,Temp,26.00,,
663,Temp,26.00,,
669,Temp,26.00,,
675,Temp,26.00,,
681,Temp,26.00,,
687,Temp,26.00,,
693,Temp,26.00,,
699,Temp,26.00,,
705,Temp,26.00,,
714,Temp,26.80,,
720,Temp,26.80,,
726,Temp,26.80,,
732,Temp,26.80,,
738,Temp,26.80,,
744,Temp,26.90,,
750,Temp,26.80,,
756,Temp,26.90,,
762,Temp,26.90,,
768,Temp,26.90,,
774,Temp,26.90,,
780,Temp,26.90,,
786,Temp,26.80,,
792,Temp,26.90,,
798,Temp,26.90,,
804,Temp,26.90,,
810,Temp,26.90,,
816,Temp,26.90,,
822,Temp,26.90,,
828,Temp,26.90,,
834,Temp,26.90,,
840,Temp,26.90,,
846,Temp,26.90,,
852,Temp,26.90,,
858,Temp,26.90,,
864,Temp,26.90,,
870,Temp,26.90,,
876,Temp,26.90,,
882,Temp,26.90,,
888,Temp,26.90,,
894,Temp,26.90,,
900,Temp,26.90,,
906,Temp,26.90,,
912,Temp,26.90,,
918,Temp,26.90,,
924,Temp,26.90,,
930,Temp,26.90,,
936,Temp,26.90,,
942,Temp,26.90,,
948,Temp,26.90,,
954,Temp,26.90,,
960,Temp,26.90,,
966,Temp,26.90,,
972,Temp,26.90,,
978,Temp,27.00,,
984,Temp,27.00,,
990,Temp,27.00,,
996,Temp,26.90,,
1002,Temp,27.00,,
1008,Temp,27.00,,
1014,Temp,27.00,,
1020,Temp,27.00,,
1026,Temp,27.00,,
1032,Temp,27.00,,
1038,Temp,27.00,,
1044,Temp,27.00,,
1050,Temp,27.00,,
1056,Temp,27.00,,
1062,Temp,27.00,,
1068,Temp,27.00,,
1074,Temp,27.00,,
1080,Temp,27.00,,
1086,Temp,27.00,,
1092,Temp,27.00,,
1098,Temp,27.00,,
1104,Temp,27.00,,
1110,Temp,27.00,,
1116,Temp,27.00,,
1122,Temp,27.00,,
1128,Temp,27.00,,
1134,Temp,27.00,,
1140,Temp,27.00,,
1146,Temp,27.00,,
1152,Temp,27.00,,
1158,Temp,27.00,,
1164,Temp,27.00,,
1170,Temp,27.00,,
1176,Temp,27.00,,
1182,Temp,27.00,,
1188,Temp,27.00,,
1194,Temp,27.10,,
1200,Temp,27.00,,
1206,Temp,27.10,,
1212,Temp,27.10,,
1218,Temp,27.10,,
1224,Temp,27.10,,
1230,Temp,27.10,,
1236,Temp,27.10,,
1242,Temp,27.10,,
1248,Temp,27.10,,
1254,Temp,27.10,,
1260,Temp,27.10,,
1266,Temp,27.10,,
1272,Temp,27.10,,
1278,Temp,27.10,,
1284,Temp,27.10,,
1290,Temp,27.10,,
1296,Temp,27.10,,
1302,Temp,27.10,,
1308,Temp,27.10,,
1314,Temp,27.10,,
1320,Temp,27.10,,
1326,Temp,27.10,,
1332,Temp,27.10,,
1338,Temp,27.10,,
1344,Temp,27.10,,
1350,Temp,27.10,,
1356,Temp,27.10,,
1362,Temp,27.10,,
1368,Temp,27.10,,
1374,Temp,27.10,,
1380,Temp,27.10,,
1386,Temp,27.10,,
1392,Temp,27.10,,
1398,Temp,27.10,,
1404,Temp,27.10,,
1410,Temp,27.10,,
1416,Temp,27.10,,
1422,Temp,27.10,,
1428,Temp,27.10,,
1434,Temp,27.10,,
1440,Temp,27.10,,
1446,Temp,27.10,,
1452,Temp,27.10,,
1458,Temp,27.10,,
1464,Temp,27.10,,
1470,Temp,27.10,,
1476,Temp,27.20,,
1482,Temp,27.10,,
1488,Temp,27.20,,
1494,Temp,27.20,,
1500,Temp,27.20,,
1506,Temp,27.20,,
1512,Temp,27.20,,
1518,Temp,27.20,,
1524,Temp,27.20,,
1530,Temp,27.20,,
1536,Temp,27.20,,
1542,Temp,27.20,,
1548,Temp,27.20,,
1554,Temp,27.20,,
1560,Temp,27.20,,
1566,Temp,27.20,,
1572,Temp,27.20,,
1578,Temp,27.20,,
1584,Temp,27.20,,
1590,Temp,27.20,,
1596,Temp,27.20,,
1602,Temp,27.20,,
1608,Temp,27.20,,
1614,Temp,27.20,,
1620,Temp,27.30,,
1626,Temp,27.30,,
1632,Temp,27.30,,
1638,Temp,27.30,,
1644,Temp,27.20,,
1650,Temp,27.30,,
1656,Temp,27.20,,
1662,Temp,27.20,,
1668,Temp,27.30,,
1674,Temp,27.30,,
1680,Temp,27.30,,
1686,Temp,27.30,,
1692,Temp,27.30,,
1698,Temp,27.30,,
1704,Temp,27.30,,
1710,Temp,27.30,,
1716,Temp,27.30,,
1722,Temp,27.30,,
1728,Temp,27.30,,
1734,Temp,27.30,,
1740,Temp,27.30,,
1746,Temp,27.30,,
1752,Temp,27.30,,
1758,Temp,27.30,,
1764,Temp,27.30,,
1770,Temp,27.30,,
1776,Temp,27.30,,
1782,Temp,27.30,,
1788,Temp,27.30,,
1794,Temp,27.30,,
1800,Temp,27.30,,
1806,Temp,27.30,,
1812,Temp,27.30,,
1818,Temp,27.30,,
1824,Temp,27.30,,
1830,Temp,27.30,,
1836,Temp,27.30,,
1842,Temp,27.30,,
1848,Temp,27.30,,
1854,Temp,27.30,,
1860,Temp,27.30,,
1866,Temp,27.30,,
1872,Temp,27.30,,
1878,Temp,27.30,,
1884,Temp,27.30,,
1890,Temp,27.30,,
1896,Temp,27.30,,
1902,Temp,27.30,,
1908,Temp,27.30,,
1914,Temp,27.30,,
1920,Temp,27.30,,
1926,Temp,27.30,,
1932,Temp,27.30,,
1938,Temp,27.30,,
1944,Temp,27.30,,
1950,Temp,27.30,,
1956,Temp,27.30,,
1962,Temp,27.30,,
1968,Temp,27.30,,
1974,Temp,27.30,,
1980,Temp,27.30,,
1986,Temp,27.30,,
1992,Temp,27.30,,
1998,Temp,27.30,,
2004,Temp,27.30,,
2010,Temp,27.30,,
2016,Temp,27.30,,
2022,Temp,27.30,,
2028,Temp,27.30,,
2034,Temp,27.30,,
2040,Temp,27.30,,
2046,Temp,27.30,,
2052,Temp,27.30,,
2058,Temp,27.30,,
2064,Temp,27.30,,
2070,Temp,27.30,,
2076,Temp,27.30,,
2082,Temp,27.30,,
2088,Temp,27.30,,
2094,Temp,27.40,,
2100,Temp,27.30,,
2106,Temp,27.40,,
2112,Temp,27.30,,
2118,Temp,27.40,,
2124,Temp,27.40,,
2130,Temp,27.40,,
2136,Temp,27.40,,
2142,Temp,27.40,,
2148,Temp,27.40,,
2154,Temp,27.40,,
2160,Temp,27.40,,
2166,Temp,27.40,,
2172,Temp,27.40,,
2178,Temp,27.40,,
2184,Temp,27.40,,
2190,Temp,27.40,,
2196,Temp,27.40,,
2202,Temp,27.40,,
2208,Temp,27.40,,
2214,Temp,27.40,,
2220,Temp,27.40,,
2226,Temp,27.40,,
2232,Temp,27.40,,
2238,Temp,27.40,,
2244,Temp,27.40,,
2250,Temp,27.40,,
2256,Temp,27.40,,
2262,Temp,27.40,,
2268,Temp,27.40,,
2274,Temp,27.40,,
2280,Temp,27.40,,
2286,Temp,27.40,,
2292,Temp,27.40,,
2298,Temp,27.40,,
2304,Temp,27.40,,
2310,Temp,27.40,,
2316,Temp,27.40,,
2322,Temp,27.40,,
2328,Temp,27.40,,
2334,Temp,27.40,,
2340,Temp,27.40,,
2346,Temp,27.40,,
2352,Temp,27.40,,
2358,Temp,27.40,,
2364,Temp,27.50,,
2370,Temp,27.50,,
2376,Temp,27.50,,
2382,Temp,27.50,,
2388,Temp,27.40,,
2394,Temp,27.50,,
2400,Temp,27.50,,
2406,Temp,27.50,,
2412,Temp,27.50,,
2418,Temp,27.50,,
2424,Temp,27.50,,
2430,Temp,27.50,,
2436,Temp,27.50,,
2442,Temp,27.50,,
2448,Temp,27.50,,
2454,Temp,27.50,,
2460,Temp,27.50,,
2466,Temp,27.50,,
2472,Temp,27.50,,
2478,Temp,27.50,,
2484,Temp,27.50,,
2490,Temp,27.50,,
