,0,1,2,3
0,Accl,-1.09,0.96,-10.43
6,Accl,-1.11,0.94,-10.44
12,Accl,-1.08,0.92,-10.44
18,Accl,-1.13,0.96,-10.44
24,Accl,-1.10,0.96,-10.45
30,Accl,-1.14,0.97,-10.46
36,Accl,-1.08,0.95,-10.44
42,Accl,-1.09,0.93,-10.43
48,Accl,-1.10,0.96,-10.45
54,Accl,-1.12,0.97,-10.44
60,Accl,-1.11,0.97,-10.44
66,Accl,-1.10,0.97,-10.45
72,Accl,-1.08,0.98,-10.45
78,Accl,-1.10,0.97,-10.45
84,Accl,-1.08,0.94,-10.44
90,Accl,-1.09,0.95,-10.44
96,Accl,-1.13,0.95,-10.43
102,Accl,-1.09,0.95,-10.44
108,Accl,-1.10,0.98,-10.44
114,Accl,-1.09,0.98,-10.46
120,Accl,-1.12,0.98,-10.45
126,Accl,-1.07,0.98,-10.45
132,Accl,-1.06,0.96,-10.45
138,Accl,-1.07,0.97,-10.45
144,Accl,-1.14,0.98,-10.43
150,Accl,-1.12,0.99,-10.43
156,Accl,-1.11,1.00,-10.43
162,Accl,-1.05,1.00,-10.43
168,Accl,-1.14,1.00,-10.42
174,Accl,-1.17,0.90,-10.42
180,Accl,-1.20,0.92,-10.41
186,Accl,-1.11,0.93,-10.42
192,Accl,-1.11,0.94,-10.43
198,Accl,-1.17,0.96,-10.42
204,Accl,-1.16,1.00,-10.42
210,Accl,-1.14,0.99,-10.44
216,Accl,-1.08,0.98,-10.44
222,Accl,-1.14,0.98,-10.42
228,Accl,-1.16,0.96,-10.42
234,Accl,-1.14,0.94,-10.43
240,Accl,-1.11,0.90,-10.43
246,Accl,-1.11,0.95,-10.42
252,Accl,-1.13,0.94,-10.42
258,Accl,-1.14,0.99,-10.41
264,Accl,-1.09,0.93,-10.42
270,Accl,-1.13,0.97,-10.43
276,Accl,-1.13,0.97,-10.42
282,Accl,-1.12,0.98,-10.42
288,Accl,-1.12,0.97,-10.42
294,Accl,-1.13,0.98,-10.42
300,Accl,-1.11,0.95,-10.45
306,Accl,-1.13,0.98,-10.43
312,Accl,-1.11,0.97,-10.43
318,Accl,-1.11,0.98,-10.44
324,Accl,-1.11,0.96,-10.43
330,Accl,-1.13,0.97,-10.43
336,Accl,-1.12,0.96,-10.44
342,Accl,-1.14,0.97,-10.43
348,Accl,-1.12,0.96,-10.43
354,Accl,-1.12,0.96,-10.43
360,Accl,-1.13,0.98,-10.43
366,Accl,-1.12,0.95,-10.43
372,Accl,-1.12,0.97,-10.44
378,Accl,-1.12,0.95,-10.43
384,Accl,-1.11,0.97,-10.43
390,Accl,-1.11,0.96,-10.43
396,Accl,-1.13,0.97,-10.44
402,Accl,-1.10,0.95,-10.44
408,Accl,-1.11,0.96,-10.44
