,0,1,2,3
0,Accl,1.32,1.06,12.54
6,Accl,1.45,1.36,13.52
12,Accl,0.68,2.17,9.87
18,Accl,-0.10,1.53,6.89
24,Accl,0.46,1.39,3.37
30,Accl,-0.01,1.45,1.80
36,Accl,1.63,2.20,0.52
42,Accl,1.16,2.37,-0.12
48,Accl,0.23,0.62,-0.88
54,Accl,0.90,0.04,-1.25
60,Accl,0.13,0.60,-1.33
66,Accl,-0.19,0.64,-1.34
72,Accl,0.19,0.56,-1.40
78,Accl,0.29,0.51,-1.50
84,Accl,0.06,1.12,-1.47
90,Accl,-0.37,1.11,-1.33
96,Accl,-0.28,0.86,-1.30
102,Accl,0.25,0.95,-1.34
108,Accl,0.09,1.26,-1.25
114,Accl,-0.44,0.97,-1.13
120,Accl,-0.27,0.71,-1.10
126,Accl,-0.10,0.74,-1.11
132,Accl,-0.03,1.00,-1.08
138,Accl,-0.28,1.18,-1.01
144,Accl,-0.28,1.09,-0.96
150,Accl,-0.31,0.92,-0.92
156,Accl,-0.05,0.82,-0.91
162,Accl,0.11,1.09,-0.90
168,Accl,0.01,1.13,-0.85
174,Accl,-0.20,1.21,-0.80
180,Accl,-0.45,0.93,-0.73
186,Accl,-0.46,0.97,-0.70
192,Accl,-0.41,0.90,-0.71
198,Accl,-0.35,0.92,-0.69
204,Accl,-0.38,0.85,-0.67
210,Accl,-0.45,0.83,-0.64
216,Accl,-0.43,0.76,-0.62
222,Accl,-0.44,0.67,-0.61
228,Accl,-0.38,0.61,-0.59
234,Accl,-0.34,0.65,-0.58
240,Accl,-0.29,0.64,-0.59
246,Accl,-0.25,0.67,-0.60
252,Accl,-0.22,0.74,-0.59
258,Accl,-0.30,0.82,-0.59
264,Accl,-0.32,0.88,-0.58
270,Accl,-0.38,0.97,-0.59
276,Accl,-0.36,1.07,-0.59
282,Accl,-0.42,1.14,-0.60
288,Accl,-0.51,1.10,-0.61
294,Accl,-0.60,0.98,-0.62
300,Accl,-0.58,0.86,-0.66
306,Accl,-0.52,0.76,-0.67
312,Accl,-0.47,0.74,-0.66
318,Accl,-0.43,0.68,-0.68
324,Accl,-0.36,0.67,-0.67
330,Accl,-0.32,0.65,-0.69
336,Accl,-0.25,0.66,-0.70
342,Accl,-0.29,0.74,-0.70
348,Accl,-0.43,0.78,-0.72
354,Accl,-0.59,0.73,-0.70
360,Accl,-0.70,0.59,-0.70
366,Accl,-0.38,0.61,-1.22
372,Accl,-5.80,-2.56,-2.73
378,Accl,0.32,-0.06,-1.62
384,Accl,1.16,0.69,-4.50
390,Accl,2.61,-0.11,-2.67
396,Accl,-0.99,-2.93,-4.17
402,Accl,-1.94,-2.25,-4.37
408,Accl,-3.15,-1.04,-3.67
414,Accl,-4.78,1.13,-3.75
420,Accl,-5.61,2.47,-4.02
426,Accl,-6.89,4.44,-4.20
432,Accl,-5.96,8.06,-3.94
438,Accl,-4.89,8.56,-3.86
444,Accl,-3.99,6.84,-5.84
450,Accl,-2.26,2.20,-6.66
456,Accl,-0.02,3.25,-9.98
462,Accl,-1.64,0.38,-17.39
468,Accl,-7.21,7.48,-17.72
474,Accl,-9.98,-2.65,-16.29
480,Accl,-11.64,-1.38,-13.28
486,Accl,-9.35,-16.05,-17.39
492,Accl,-5.31,-18.39,-16.29
498,Accl,13.41,-13.09,1.36
504,Accl,2.70,-4.88,3.22
510,Accl,8.24,-6.79,5.77
516,Accl,-4.13,3.69,12.99
522,Accl,0.46,10.75,8.87
528,Accl,-3.70,4.20,8.68
534,Accl,-8.05,-0.01,8.37
540,Accl,-0.71,3.10,13.63
546,Accl,8.43,2.40,8.96
552,Accl,11.38,-1.19,2.25
558,Accl,11.91,-3.33,-0.57
564,Accl,9.73,-1.26,-2.12
570,Accl,8.16,-5.29,-1.54
576,Accl,2.86,-8.11,-1.46
582,Accl,-3.52,-8.21,-1.30
588,Accl,-0.35,-11.38,-3.85
594,Accl,2.63,-10.40,-3.66
600,Accl,2.02,-8.95,-1.83
606,Accl,0.88,-5.66,0.96
612,Accl,4.41,-7.77,5.06
618,Accl,2.97,-6.54,6.50
624,Accl,-2.21,-4.05,6.92
630,Accl,-5.23,0.57,10.38
636,Accl,-3.24,4.18,7.13
642,Accl,0.16,3.99,10.07
648,Accl,2.52,0.66,10.09
654,Accl,2.60,-1.26,8.28
660,Accl,2.41,-2.22,7.45
666,Accl,-0.43,-2.72,7.01
672,Accl,-4.56,-3.04,9.02
678,Accl,-1.75,-5.47,4.51
684,Accl,4.07,-7.13,1.77
690,Accl,6.62,-6.21,-3.10
696,Accl,3.44,-5.36,-5.29
702,Accl,2.67,-9.47,-7.57
708,Accl,2.80,-7.80,-6.00
714,Accl,3.92,-6.53,-4.24
720,Accl,2.64,-7.45,-5.76
726,Accl,2.74,-8.11,-4.78
732,Accl,6.47,-8.39,-2.89
738,Accl,6.07,-6.67,-0.97
744,Accl,5.55,-6.07,0.83
750,Accl,1.44,-7.38,2.23
756,Accl,-2.13,-5.83,4.76
762,Accl,-0.18,-2.70,4.42
768,Accl,-0.05,-1.86,6.28
774,Accl,7.23,-0.32,9.06
780,Accl,5.37,-4.04,7.03
786,Accl,3.11,-2.88,7.97
792,Accl,1.23,-2.37,8.19
798,Accl,2.06,-2.52,6.22
804,Accl,3.68,-9.41,5.34
810,Accl,-2.86,-9.07,4.24
816,Accl,-2.85,-7.97,2.84
822,Accl,0.34,-7.50,2.11
828,Accl,3.59,-7.19,-0.42
834,Accl,4.53,-6.18,-1.77
840,Accl,2.84,-7.67,-1.85
846,Accl,2.48,-8.20,-0.39
852,Accl,2.56,-10.38,1.80
858,Accl,0.83,-6.84,2.00
864,Accl,1.73,-8.25,3.20
870,Accl,3.65,-7.56,3.81
876,Accl,2.63,-6.33,3.24
882,Accl,1.33,-8.80,7.54
888,Accl,-1.13,-5.68,8.73
894,Accl,0.66,-1.62,8.92
900,Accl,4.68,0.98,6.66
906,Accl,6.31,2.65,5.62
912,Accl,5.73,2.55,3.54
918,Accl,8.56,2.05,5.82
924,Accl,4.31,-0.33,3.33
930,Accl,6.05,-4.47,4.95
936,Accl,0.18,-6.99,4.54
942,Accl,-3.66,-7.17,0.97
948,Accl,-9.13,-9.42,-0.24
954,Accl,-5.46,-9.11,-0.45
960,Accl,1.05,-8.20,2.85
966,Accl,5.68,-7.52,2.55
972,Accl,6.04,-6.02,0.27
978,Accl,7.09,-6.88,0.67
984,Accl,3.95,-7.28,1.44
990,Accl,-2.03,-7.41,4.48
996,Accl,-3.54,-7.43,6.77
1002,Accl,-4.05,-4.56,6.31
1008,Accl,-1.81,-5.97,6.02
1014,Accl,1.72,-8.81,6.24
1020,Accl,3.51,-10.61,3.85
1026,Accl,0.15,-7.78,2.30
1032,Accl,-2.47,-7.62,2.32
