,0,1,2,3
4,Pre,99249.00,,
10,Pre,99143.00,,
16,Pre,99058.00,,
22,Pre,98943.00,,
28,Pre,98844.00,,
34,Pre,98750.00,,
40,Pre,98652.00,,
46,Pre,98585.00,,
52,Pre,98483.00,,
58,Pre,98402.00,,
64,Pre,98324.00,,
70,Pre,98249.00,,
76,Pre,98177.00,,
82,Pre,98104.00,,
88,Pre,98030.00,,
94,Pre,97972.00,,
100,Pre,97900.00,,
106,Pre,97833.00,,
112,Pre,97778.00,,
118,Pre,97718.00,,
124,Pre,97654.00,,
130,Pre,97596.00,,
136,Pre,97545.00,,
142,Pre,97496.00,,
148,Pre,97452.00,,
154,Pre,97409.00,,
160,Pre,97368.00,,
166,Pre,97323.00,,
172,Pre,97276.00,,
178,Pre,97246.00,,
184,Pre,97203.00,,
190,Pre,97172.00,,
196,Pre,97140.00,,
202,Pre,97101.00,,
208,Pre,97073.00,,
214,Pre,97067.00,,
220,Pre,97038.00,,
226,Pre,97022.00,,
232,Pre,97010.00,,
238,Pre,96992.00,,
244,Pre,96980.00,,
250,Pre,96974.00,,
256,Pre,96958.00,,
262,Pre,96954.00,,
268,Pre,96949.00,,
274,Pre,96948.00,,
280,Pre,96946.00,,
286,Pre,96939.00,,
292,Pre,96952.00,,
298,Pre,96958.00,,
304,Pre,96973.00,,
310,Pre,96978.00,,
316,Pre,96991.00,,
322,Pre,97007.00,,
328,Pre,97021.00,,
334,Pre,97045.00,,
340,Pre,97058.00,,
346,Pre,97078.00,,
352,Pre,97104.00,,
358,Pre,97131.00,,
364,Pre,97167.00,,
370,Pre,97165.00,,
376,Pre,97254.00,,
382,Pre,97220.00,,
388,Pre,97351.00,,
394,Pre,97287.00,,
400,Pre,97255.00,,
406,Pre,97350.00,,
412,Pre,97421.00,,
418,Pre,97439.00,,
424,Pre,97452.00,,
430,Pre,97482.00,,
436,Pre,97529.00,,
442,Pre,97595.00,,
448,Pre,97767.00,,
454,Pre,97786.00,,
460,Pre,97731.00,,
466,Pre,97783.00,,
472,Pre,97879.00,,
478,Pre,97895.00,,
484,Pre,97967.00,,
490,Pre,97998.00,,
496,Pre,97977.00,,
502,Pre,98029.00,,
508,Pre,98063.00,,
514,Pre,98095.00,,
520,Pre,98084.00,,
526,Pre,98113.00,,
532,Pre,98114.00,,
538,Pre,98147.00,,
544,Pre,98160.00,,
550,Pre,98167.00,,
556,Pre,98187.00,,
562,Pre,98214.00,,
568,Pre,98223.00,,
574,Pre,98227.00,,
580,Pre,98222.00,,
586,Pre,98250.00,,
592,Pre,98279.00,,
598,Pre,98294.00,,
604,Pre,98287.00,,
610,Pre,98322.00,,
616,Pre,98332.00,,
622,Pre,98354.00,,
628,Pre,98365.00,,
634,Pre,98393.00,,
640,Pre,98410.00,,
646,Pre,98417.00,,
652,Pre,98431.00,,
658,Pre,98433.00,,
664,Pre,98450.00,,
670,Pre,98444.00,,
676,Pre,98468.00,,
682,Pre,98472.00,,
688,Pre,98497.00,,
694,Pre,98514.00,,
700,Pre,98530.00,,
706,Pre,98554.00,,
712,Pre,98565.00,,
718,Pre,98566.00,,
724,Pre,98584.00,,
730,Pre,98605.00,,
736,Pre,98623.00,,
742,Pre,98629.00,,
748,Pre,98644.00,,
754,Pre,98667.00,,
760,Pre,98680.00,,
766,Pre,98713.00,,
772,Pre,98723.00,,
778,Pre,98734.00,,
784,Pre,98745.00,,
790,Pre,98757.00,,
796,Pre,98773.00,,
802,Pre,98796.00,,
808,Pre,98801.00,,
814,Pre,98828.00,,
820,Pre,98844.00,,
826,Pre,98856.00,,
832,Pre,98880.00,,
838,Pre,98895.00,,
844,Pre,98917.00,,
850,Pre,98933.00,,
856,Pre,98941.00,,
862,Pre,98952.00,,
868,Pre,98968.00,,
874,Pre,98983.00,,
880,Pre,98994.00,,
886,Pre,99011.00,,
892,Pre,99033.00,,
898,Pre,99054.00,,
904,Pre,99083.00,,
910,Pre,99101.00,,
916,Pre,99109.00,,
922,Pre,99122.00,,
928,Pre,99137.00,,
934,Pre,99138.00,,
940,Pre,99148.00,,
946,Pre,99173.00,,
952,Pre,99193.00,,
958,Pre,99203.00,,
964,Pre,99216.00,,
970,Pre,99231.00,,
976,Pre,99267.00,,
982,Pre,99281.00,,
988,Pre,99299.00,,
994,Pre,99315.00,,
1000,Pre,99319.00,,
1006,Pre,99341.00,,
1012,Pre,99364.00,,
1018,Pre,99367.00,,
1024,Pre,99388.00,,
1030,Pre,99399.00,,
1036,Pre,99417.00,,
1042,Pre,99428.00,,
1048,Pre,99438.00,,
1054,Pre,99469.00,,
1060,Pre,99498.00,,
1066,Pre,99511.00,,
1072,Pre,99517.00,,
1078,Pre,99543.00,,
1084,Pre,99560.00,,
1090,Pre,99535.00,,
1096,Pre,99555.00,,
1102,Pre,99572.00,,
1108,Pre,99601.00,,
1114,Pre,99617.00,,
1120,Pre,99641.00,,
1126,Pre,99648.00,,
1132,Pre,99670.00,,
1138,Pre,99682.00,,
1144,Pre,99679.00,,
1150,Pre,99701.00,,
1156,Pre,99725.00,,
1162,Pre,99740.00,,
1168,Pre,99751.00,,
1174,Pre,99780.00,,
1180,Pre,99779.00,,
1186,Pre,99787.00,,
1192,Pre,99806.00,,
1198,Pre,99787.00,,
1204,Pre,99803.00,,
1210,Pre,99825.00,,
1216,Pre,99838.00,,
1222,Pre,99861.00,,
1228,Pre,99902.00,,
1234,Pre,99908.00,,
1240,Pre,99918.00,,
1246,Pre,99924.00,,
1252,Pre,99932.00,,
1258,Pre,99935.00,,
1264,Pre,99962.00,,
1270,Pre,99986.00,,
1276,Pre,99998.00,,
1282,Pre,100011.00,,
1288,Pre,100003.00,,
1294,Pre,100019.00,,
1300,Pre,100031.00,,
1306,Pre,100063.00,,
1312,Pre,100058.00,,
1318,Pre,100079.00,,
1324,Pre,100077.00,,
1330,Pre,100075.00,,
1336,Pre,100074.00,,
1342,Pre,100075.00,,
