,0,1,2,3
5,Al,30.35,,
11,Al,30.27,,
17,Al,30.18,,
23,Al,30.43,,
29,Al,30.35,,
35,Al,30.94,,
41,Al,30.35,,
47,Al,31.02,,
53,Al,30.60,,
59,Al,30.60,,
65,Al,29.77,,
71,Al,30.94,,
77,Al,30.35,,
83,Al,30.94,,
89,Al,30.68,,
95,Al,31.19,,
101,Al,31.19,,
107,Al,31.10,,
113,Al,30.60,,
119,Al,30.35,,
125,Al,30.68,,
131,Al,30.85,,
137,Al,31.27,,
143,Al,30.77,,
149,Al,31.10,,
155,Al,30.68,,
161,Al,30.85,,
167,Al,30.35,,
173,Al,31.19,,
179,Al,30.35,,
185,Al,30.35,,
191,Al,30.10,,
197,Al,30.68,,
203,Al,30.68,,
209,Al,30.77,,
215,Al,30.77,,
221,Al,30.60,,
227,Al,30.68,,
233,Al,30.35,,
239,Al,30.43,,
245,Al,30.68,,
251,Al,30.43,,
257,Al,30.35,,
263,Al,30.85,,
269,Al,30.94,,
275,Al,30.60,,
281,Al,30.68,,
287,Al,30.94,,
293,Al,31.02,,
299,Al,30.10,,
305,Al,30.85,,
311,Al,30.85,,
317,Al,30.85,,
323,Al,31.02,,
329,Al,30.68,,
335,Al,30.77,,
341,Al,30.52,,
347,Al,30.85,,
353,Al,30.85,,
359,Al,30.35,,
365,Al,30.27,,
371,Al,29.68,,
377,Al,30.27,,
383,Al,29.52,,
389,Al,30.18,,
395,Al,30.10,,
401,Al,29.68,,
407,Al,30.10,,
413,Al,30.02,,
419,Al,29.52,,
425,Al,29.68,,
431,Al,29.68,,
437,Al,29.93,,
443,Al,30.10,,
449,Al,29.68,,
455,Al,29.77,,
461,Al,29.77,,
467,Al,29.93,,
473,Al,29.93,,
479,Al,29.85,,
485,Al,30.02,,
491,Al,29.60,,
497,Al,29.85,,
503,Al,29.68,,
509,Al,29.77,,
515,Al,30.02,,
521,Al,29.93,,
527,Al,30.18,,
533,Al,30.18,,
539,Al,30.52,,
545,Al,30.35,,
551,Al,30.18,,
557,Al,30.77,,
563,Al,30.85,,
569,Al,30.52,,
575,Al,30.77,,
581,Al,30.68,,
587,Al,30.85,,
593,Al,30.60,,
599,Al,30.85,,
605,Al,31.10,,
611,Al,30.94,,
617,Al,30.43,,
623,Al,31.19,,
629,Al,30.85,,
635,Al,30.85,,
641,Al,30.43,,
647,Al,30.60,,
653,Al,30.52,,
659,Al,30.68,,
665,Al,31.27,,
671,Al,30.68,,
677,Al,31.19,,
683,Al,30.68,,
689,Al,30.68,,
695,Al,30.52,,
701,Al,30.68,,
707,Al,30.60,,
716,Al,30.10,,
722,Al,30.27,,
728,Al,30.10,,
734,Al,30.68,,
740,Al,30.77,,
746,Al,30.43,,
752,Al,30.52,,
758,Al,30.27,,
764,Al,30.85,,
770,Al,30.77,,
776,Al,30.60,,
782,Al,30.68,,
788,Al,30.94,,
794,Al,31.19,,
800,Al,30.68,,
806,Al,31.19,,
812,Al,30.52,,
818,Al,31.10,,
824,Al,30.94,,
830,Al,30.43,,
836,Al,30.52,,
842,Al,30.35,,
848,Al,31.02,,
854,Al,30.52,,
860,Al,30.68,,
866,Al,30.43,,
872,Al,30.77,,
878,Al,30.52,,
884,Al,30.60,,
890,Al,30.68,,
896,Al,30.43,,
902,Al,30.43,,
908,Al,30.35,,
914,Al,30.52,,
920,Al,30.77,,
926,Al,30.18,,
932,Al,30.68,,
938,Al,30.68,,
944,Al,31.02,,
950,Al,30.77,,
956,Al,30.68,,
962,Al,30.94,,
968,Al,30.52,,
974,Al,31.02,,
980,Al,30.27,,
986,Al,30.85,,
992,Al,30.77,,
998,Al,30.77,,
1004,Al,30.35,,
1010,Al,30.52,,
1016,Al,30.60,,
1022,Al,30.52,,
1028,Al,30.60,,
1034,Al,30.68,,
1040,Al,30.60,,
1046,Al,30.77,,
1052,Al,30.35,,
1058,Al,30.85,,
1064,Al,30.85,,
1070,Al,30.35,,
1076,Al,30.60,,
1082,Al,30.85,,
1088,Al,30.68,,
1094,Al,30.18,,
1100,Al,30.60,,
1106,Al,30.85,,
1112,Al,30.77,,
1118,Al,30.10,,
1124,Al,30.52,,
1130,Al,30.85,,
1136,Al,30.43,,
1142,Al,30.10,,
1148,Al,30.10,,
1154,Al,30.35,,
1160,Al,30.68,,
1166,Al,30.27,,
1172,Al,30.10,,
1178,Al,30.60,,
1184,Al,30.10,,
1190,Al,30.10,,
1196,Al,30.68,,
1202,Al,30.35,,
1208,Al,30.02,,
1214,Al,30.18,,
1220,Al,30.27,,
1226,Al,29.93,,
1232,Al,30.02,,
1238,Al,30.52,,
1244,Al,29.52,,
